"","width","gene_id","gene_name","gene_biotype","description","entrezid"
"18827",21,"WBGene00166539","21ur-14792","piRNA","NULL",NA
"18828",7689,"WBGene00008277","mltn-12","protein_coding","MLt-TeN (Mlt-10) related  [Source:UniProtKB/TrEMBL;Acc:G5EG70]",177718
"18829",127,"WBGene00196134","C53B4.12","ncRNA","NULL",NA
"18830",122,"WBGene00014293","C53B4.9","snRNA","NULL",NA
"18831",117,"WBGene00189986","C53D6.16","snRNA","NULL",NA
"18832",72,"WBGene00014298","C53D6.t1","tRNA","NULL",NA
"18833",1590,"WBGene00008285","C53D6.8","protein_coding","NULL",3564864
"18834",132,"WBGene00196165","C53D6.18","ncRNA","NULL",NA
"18835",126,"WBGene00045116","C53D6.12","snRNA","NULL",NA
"18836",21,"WBGene00168819","21ur-14941","piRNA","NULL",NA
"18837",2574,"WBGene00006852","unc-129","protein_coding","UNC-129  [Source:UniProtKB/TrEMBL;Acc:G5EBY8]",177719
"18838",61,"WBGene00195381","C53D6.17","ncRNA","NULL",NA
"18839",63,"WBGene00198200","C53D6.20","ncRNA","NULL",NA
"18840",63,"WBGene00198468","C53D6.21","ncRNA","NULL",NA
"18841",57,"WBGene00197857","C53D6.19","ncRNA","NULL",NA
"18842",21,"WBGene00169614","21ur-14575","piRNA","NULL",NA
"18843",1756,"WBGene00044241","C53D6.11","protein_coding","NULL",3565397
"18844",2314,"WBGene00008280","acc-2","protein_coding","Acetylcholine-gated chloride channel subunit acc-2  [Source:UniProtKB/Swiss-Prot;Acc:Q18812]",183758
"18845",1766,"WBGene00008281","C53D6.4","protein_coding","NULL",183759
"18846",2093,"WBGene00005906","srx-15","pseudogene","NULL",NA
"18847",2861,"WBGene00008282","C53D6.5","pseudogene","NULL",NA
"18848",21,"WBGene00168497","21ur-12219","piRNA","NULL",NA
"18849",4974,"WBGene00008283","C53D6.6","protein_coding","NULL",177720
"18850",865,"WBGene00023424","C53D6.10","protein_coding","NULL",3565065
"18851",2319,"WBGene00008284","C53D6.7","protein_coding","Galectin  [Source:UniProtKB/TrEMBL;Acc:Q18813]",183761
"18852",930,"WBGene00013516","Y73F4A.3","protein_coding","NULL",177721
"18853",961,"WBGene00013515","Y73F4A.2","protein_coding","DOMON domain-containing protein Y73F4A.2  [Source:UniProtKB/Swiss-Prot;Acc:Q9XWC3]",177722
"18854",1432,"WBGene00013514","Y73F4A.1","protein_coding","DOMON domain-containing protein Y73F4A.1  [Source:UniProtKB/Swiss-Prot;Acc:Q9XWC2]",177723
"18855",2909,"WBGene00219626","linc-157","lincRNA","NULL",NA
"18856",21,"WBGene00173905","21ur-13434","piRNA","NULL",NA
"18857",3613,"WBGene00003610","nhr-11","protein_coding","Nuclear hormone receptor family member nhr-11  [Source:UniProtKB/Swiss-Prot;Acc:Q23294]",177724
"18858",1899,"WBGene00013880","mppb-1","protein_coding","Mitochondrial Processing Peptidase Beta  [Source:UniProtKB/TrEMBL;Acc:Q23295]",177725
"18859",2307,"WBGene00013881","mans-4","protein_coding","alpha-1,2-Mannosidase  [Source:UniProtKB/TrEMBL;Acc:D3YT22]",177726
"18860",250,"WBGene00220234","ZC410.9","snoRNA","NULL",NA
"18861",21,"WBGene00173607","21ur-13391","piRNA","NULL",NA
"18862",5194,"WBGene00006663","twk-8","protein_coding","TWiK family of potassium channels  [Source:UniProtKB/TrEMBL;Acc:Q23297]",177727
"18863",3600,"WBGene00013882","msa-1","protein_coding","Microfilaria Surface-Associated protein  [Source:UniProtKB/TrEMBL;Acc:P91844]",177728
"18864",1695,"WBGene00003066","lpl-1","protein_coding","Putative lipoyltransferase 2, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:A0A1N7SYX2]",177729
"18865",494,"WBGene00303009","mrpl-42","protein_coding","Mitochondrial Ribosomal Protein, Large; Ny  [Source:UniProtKB/TrEMBL;Acc:G5EFZ7]",36805074
"18866",1113,"WBGene00002046","icln-1","protein_coding","ICLN (ICLn) ion channel homolog; ICln1  [Source:UniProtKB/TrEMBL;Acc:G5EFZ5]",177730
"18867",478,"WBGene00007223","C01F6.9","protein_coding","Nx  [Source:UniProtKB/TrEMBL;Acc:G5EDA6]",177731
"18868",88,"WBGene00219793","C01F6.15","ncRNA","NULL",NA
"18869",2523,"WBGene00007221","cpna-3","protein_coding","CoPiNe domain protein, Atypical  [Source:UniProtKB/TrEMBL;Acc:Q17559]",3565393
"18870",2351,"WBGene00007222","C01F6.2","protein_coding","NULL",177732
"18871",2079,"WBGene00000374","cyp-31A1","pseudogene","NULL",NA
"18872",316,"WBGene00219207","C01F6.14","protein_coding","NULL",13197256
"18873",2644,"WBGene00001413","fem-3","protein_coding","Sex-determination protein fem-3  [Source:UniProtKB/Swiss-Prot;Acc:P34691]",177734
"18874",823,"WBGene00000120","aly-1","protein_coding","Ref/ALY RNA export adaptor family  [Source:UniProtKB/TrEMBL;Acc:Q17561]",177735
"18875",86,"WBGene00197075","C01F6.12","ncRNA","NULL",NA
"18876",21,"WBGene00174014","21ur-14054","piRNA","NULL",NA
"18877",257,"WBGene00199478","C01F6.13","ncRNA","NULL",NA
"18878",11281,"WBGene00006438","nrfl-1","protein_coding","NHERF (Mammalian Na/H Exchange Regulatory Factor) Like  [Source:UniProtKB/TrEMBL;Acc:X5LVA5]",177736
"18879",599,"WBGene00235286","C01F6.16","ncRNA","NULL",NA
"18880",21,"WBGene00168744","21ur-10184","piRNA","NULL",NA
"18881",21,"WBGene00167159","21ur-8552","piRNA","NULL",NA
"18882",21,"WBGene00170923","21ur-15625","piRNA","NULL",NA
"18883",109,"WBGene00004842","sls-2.10","snRNA","NULL",NA
"18884",21,"WBGene00047941","21ur-3","piRNA","NULL",NA
"18885",21,"WBGene00166446","21ur-9013","piRNA","NULL",NA
"18886",21,"WBGene00045606","21ur-4963","piRNA","NULL",NA
"18887",21,"WBGene00050275","21ur-308","piRNA","NULL",NA
"18888",21,"WBGene00046766","21ur-1028","piRNA","NULL",NA
"18889",21,"WBGene00172594","21ur-5644","piRNA","NULL",NA
"18890",2878,"WBGene00009073","delm-1","protein_coding","DEgenerin Linked to Mechanosensation  [Source:UniProtKB/TrEMBL;Acc:O45402]",184882
"18891",21,"WBGene00170828","21ur-14566","piRNA","NULL",NA
"18892",21,"WBGene00173704","21ur-9188","piRNA","NULL",NA
"18893",9278,"WBGene00000906","daf-10","protein_coding","Intraflagellar transport protein 122 homolog  [Source:UniProtKB/Swiss-Prot;Acc:G5EFW7]",184883
"18894",21,"WBGene00165937","21ur-14828","piRNA","NULL",NA
"18895",21,"WBGene00172179","21ur-10351","piRNA","NULL",NA
"18896",21,"WBGene00166012","21ur-8153","piRNA","NULL",NA
"18897",21,"WBGene00166781","21ur-5883","piRNA","NULL",NA
"18898",109,"WBGene00004843","sls-2.11","snRNA","NULL",NA
"18899",21,"WBGene00167260","21ur-9145","piRNA","NULL",NA
"18900",1431,"WBGene00001444","flp-1","protein_coding","FMRFamide-like neuropeptides 1 PNFMRY-amide AGSDPNFLRF-amide SQPNFLRF-amide ASGDPNFLRF-amide SDPNFLRF-amide AAADPNFLRF-amide SADPNFLRF-amide PNFLRF-amide [Source:UniProtKB/Swiss-Prot;Acc:P41855]",177737
"18901",533,"WBGene00009078","rpb-12","protein_coding","RNA Polymerase II (B) subunit  [Source:UniProtKB/TrEMBL;Acc:X5M5N4]",184886
"18902",1112,"WBGene00000121","aly-2","protein_coding","Ref/ALY RNA export adaptor family  [Source:UniProtKB/TrEMBL;Acc:O62183]",177738
"18903",349,"WBGene00043283","F23B2.9","pseudogene","NULL",NA
"18904",1553,"WBGene00009075","F23B2.7","protein_coding","NULL",177739
"18905",328,"WBGene00009076","F23B2.8","pseudogene","NULL",NA
"18906",1502,"WBGene00009077","F23B2.10","protein_coding","NULL",184885
"18907",3941,"WBGene00003958","pcp-3","protein_coding","Prolyl Carboxy Peptidase like  [Source:UniProtKB/TrEMBL;Acc:O02252]",177740
"18908",21,"WBGene00165291","21ur-5749","piRNA","NULL",NA
"18909",4488,"WBGene00003957","pcp-2","protein_coding","Prolyl Carboxy Peptidase like  [Source:UniProtKB/TrEMBL;Acc:G5EFJ8]",177741
"18910",102,"WBGene00235302","C07C7.3","protein_coding","NULL",24104183
"18911",21,"WBGene00165305","21ur-15424","piRNA","NULL",NA
"18912",984,"WBGene00007411","C07C7.1","protein_coding","NULL",182362
"18913",4308,"WBGene00008112","C46C2.4","pseudogene","NULL",NA
"18914",21,"WBGene00174457","21ur-12917","piRNA","NULL",NA
"18915",73,"WBGene00045121","C46C2.8","snoRNA","NULL",NA
"18916",984,"WBGene00008113","C46C2.5","protein_coding","NULL",177742
"18917",21,"WBGene00175024","21ur-12540","piRNA","NULL",NA
"18918",1239,"WBGene00045078","C46C2.7","protein_coding","NULL",4927067
"18919",298,"WBGene00202273","C46C2.12","ncRNA","NULL",NA
"18920",298,"WBGene00202232","C46C2.11","ncRNA","NULL",NA
"18921",12134,"WBGene00006941","wnk-1","protein_coding","Serine/threonine-protein kinase WNK  [Source:UniProtKB/Swiss-Prot;Acc:X5M5N0]",177743
"18922",1862,"WBGene00008114","C46C2.6","protein_coding","NULL",3565282
"18923",3446,"WBGene00008110","C46C2.2","protein_coding","NULL",177744
"18924",2657,"WBGene00008111","C46C2.3","protein_coding","NULL",183502
"18925",2775,"WBGene00012426","Y11D7A.1","pseudogene","NULL",NA
"18926",8360,"WBGene00012428","Y11D7A.3","protein_coding","NULL",177745
"18927",1775,"WBGene00004281","rab-28","protein_coding","Ras-related protein Rab-28  [Source:UniProtKB/Swiss-Prot;Acc:Q9XWR6]",189429
"18928",1004,"WBGene00012429","Y11D7A.5","protein_coding","NULL",189430
"18929",933,"WBGene00014863","Y11D7A.16","pseudogene","NULL",NA
"18930",937,"WBGene00012431","Y11D7A.7","protein_coding","NULL",189432
"18931",86,"WBGene00220131","Y11D7A.21","ncRNA","NULL",NA
"18932",2535,"WBGene00012432","Y11D7A.8","protein_coding","NULL",189433
"18933",2139,"WBGene00012433","Y11D7A.9","protein_coding","NULL",189434
"18934",852,"WBGene00012434","Y11D7A.10","protein_coding","NULL",177747
"18935",1178,"WBGene00000694","col-120","protein_coding","COLlagen  [Source:UniProtKB/TrEMBL;Acc:Q9XWR2]",177748
"18936",2458,"WBGene00012435","flh-1","protein_coding","FLYWCH zinc finger transcription factor homolog  [Source:UniProtKB/TrEMBL;Acc:Q9XWR1]",177749
"18937",752,"WBGene00077756","Y11D7A.19","protein_coding","NULL",7040130
"18938",1840,"WBGene00012436","flh-3","protein_coding","FLYWCH zinc finger transcription factor homolog  [Source:UniProtKB/TrEMBL;Acc:Q9XWQ6]",189435
"18939",21,"WBGene00168817","21ur-10539","piRNA","NULL",NA
"18940",1058,"WBGene00045309","srg-52","pseudogene","NULL",NA
"18941",8698,"WBGene00012437","nmy-3","protein_coding","Non-muscle MYosin  [Source:UniProtKB/TrEMBL;Acc:Q9XWR0]",177750
"18942",100,"WBGene00220132","Y11D7A.22","snoRNA","NULL",NA
"18943",1554,"WBGene00010410","nhr-267","protein_coding","Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:G5EG35]",186760
"18944",1630,"WBGene00008778","nhr-264","protein_coding","Nuclear Hormone Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q19438]",184443
"18945",1508,"WBGene00009871","F49C12.1","protein_coding","NULL",186024
"18946",1197,"WBGene00009872","F49C12.2","protein_coding","NULL",186025
"18947",1525,"WBGene00009873","F49C12.3","protein_coding","NULL",186026
"18948",1430,"WBGene00009874","F49C12.4","protein_coding","NULL",186027
"18949",2249,"WBGene00009875","F49C12.5","protein_coding","Glycosyltransferase family 92 protein F49C12.5  [Source:UniProtKB/Swiss-Prot;Acc:Q20593]",186028
"18950",21,"WBGene00170340","21ur-14712","piRNA","NULL",NA
"18951",1772,"WBGene00009876","F49C12.6","protein_coding","NULL",186030
"18952",21,"WBGene00169487","21ur-10213","piRNA","NULL",NA
"18953",3820,"WBGene00009877","F49C12.7","protein_coding","NULL",177751
"18954",1406,"WBGene00009878","F49C12.9","protein_coding","NULL",177752
"18955",1994,"WBGene00004463","rpn-7","protein_coding","26S proteasome non-ATPase regulatory subunit 6  [Source:UniProtKB/Swiss-Prot;Acc:Q20585]",177753
"18956",1134,"WBGene00009879","F49C12.10","protein_coding","NULL",177754
"18957",764,"WBGene00009880","F49C12.11","protein_coding","Translation machinery-associated protein 7 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q20588]",177756
"18958",968,"WBGene00009881","F49C12.12","protein_coding","NULL",177755
"18959",728,"WBGene00009882","vha-17","protein_coding","V-type proton ATPase subunit e  [Source:UniProtKB/Swiss-Prot;Acc:Q20591]",177757
"18960",1657,"WBGene00009883","F49C12.14","protein_coding","NULL",177758
"18961",3082,"WBGene00009884","F49C12.15","protein_coding","NULL",177759
"18962",736,"WBGene00011855","clec-183","protein_coding","C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:O01253]",188635
"18963",1883,"WBGene00011856","T20D3.2","protein_coding","NULL",177760
"18964",2184,"WBGene00011857","coa-4","protein_coding","Cytochrome Oxidase Assembly subunits  [Source:UniProtKB/TrEMBL;Acc:O01255]",177761
"18965",93,"WBGene00014522","T20D3.12","snRNA","NULL",NA
"18966",97,"WBGene00014523","T20D3.13","snRNA","NULL",NA
"18967",499,"WBGene00303026","T20D3.14","protein_coding","NULL",36805044
"18968",1524,"WBGene00011858","T20D3.5","protein_coding","NULL",177763
"18969",719,"WBGene00011859","T20D3.6","protein_coding","NULL",177762
"18970",2388,"WBGene00006931","vps-26","protein_coding","Vacuolar protein sorting-associated protein 26  [Source:UniProtKB/Swiss-Prot;Acc:O01258]",177764
"18971",1189,"WBGene00011860","T20D3.8","protein_coding","NULL",177765
"18972",23149,"WBGene00007505","pezo-1","protein_coding","Piezo-type mechanosensitive ion channel component  [Source:UniProtKB/TrEMBL;Acc:A0A061AE33]",182492
"18973",81,"WBGene00201200","C10C5.11","ncRNA","NULL",NA
"18974",150,"WBGene00196524","C10C5.10","ncRNA","NULL",NA
"18975",128,"WBGene00195550","C10C5.9","ncRNA","NULL",NA
"18976",2129,"WBGene00007506","C10C5.2","protein_coding","NULL",182493
"18977",1760,"WBGene00007507","C10C5.3","protein_coding","Aminoacylase  [Source:UniProtKB/TrEMBL;Acc:Q17898]",177767
"18978",1899,"WBGene00007508","C10C5.4","protein_coding","Aminoacylase  [Source:UniProtKB/TrEMBL;Acc:Q17899]",177768
"18979",1601,"WBGene00007509","C10C5.5","protein_coding","Aminoacylase  [Source:UniProtKB/TrEMBL;Acc:Q17900]",177769
"18980",21,"WBGene00171141","21ur-11845","piRNA","NULL",NA
"18981",588,"WBGene00007511","C10C5.7","protein_coding","NULL",3565228
"18982",8723,"WBGene00000911","daf-15","protein_coding","DAF-15  [Source:UniProtKB/TrEMBL;Acc:Q68TI8]",177770
"18983",1285,"WBGene00000695","col-121","protein_coding","COLlagen  [Source:UniProtKB/TrEMBL;Acc:Q20880]",177771
"18984",1684,"WBGene00010147","F56D5.2","protein_coding","NULL",186381
"18985",1641,"WBGene00010148","F56D5.3","protein_coding","NULL",186382
"18986",10732,"WBGene00010150","F56D5.6","protein_coding","NULL",177773
"18987",1463,"WBGene00014772","F56D5.4","pseudogene","NULL",NA
"18988",21,"WBGene00168589","21ur-13782","piRNA","NULL",NA
"18989",909,"WBGene00010149","F56D5.5","protein_coding","NULL",177772
"18990",3982,"WBGene00014773","F56D5.8","pseudogene","NULL",NA
"18991",4075,"WBGene00010152","F56D5.9","protein_coding","NULL",186386
"18992",1021,"WBGene00010153","srxa-2","protein_coding","Serpentine Receptor, class XA  [Source:UniProtKB/TrEMBL;Acc:Q20882]",186387
"18993",10819,"WBGene00010316","F59B8.1","protein_coding","NULL",177774
"18994",21,"WBGene00165229","21ur-11607","piRNA","NULL",NA
"18995",21,"WBGene00166073","21ur-12821","piRNA","NULL",NA
"18996",1851,"WBGene00010317","idh-1","protein_coding","Isocitrate dehydrogenase [NADP]  [Source:UniProtKB/TrEMBL;Acc:H9G2T4]",177775
"18997",150,"WBGene00195309","F59B8.5","ncRNA","NULL",NA
"18998",1640,"WBGene00009544","F38E11.9","protein_coding","NULL",177776
"18999",128,"WBGene00201282","F38E11.24","ncRNA","NULL",NA
"19000",122,"WBGene00014366","F38E11.10","snRNA","NULL",NA
"19001",717,"WBGene00002012","hsp-12.3","protein_coding","Heat Shock Protein  [Source:UniProtKB/TrEMBL;Acc:Q20164]",177777
"19002",500,"WBGene00002013","hsp-12.6","protein_coding","Heat Shock Protein; Heat shock protein 12.6  [Source:UniProtKB/TrEMBL;Acc:G5EE36]",177778
"19003",21,"WBGene00166664","21ur-14949","piRNA","NULL",NA
"19004",8029,"WBGene00009541","cutl-17","protein_coding","CUTiclin-Like  [Source:UniProtKB/TrEMBL;Acc:Q20167]",185474
"19005",2035,"WBGene00000775","cpin-1","protein_coding","CyPIN (Guanine aminohydrolase) homolog  [Source:UniProtKB/TrEMBL;Acc:Q20166]",185473
"19006",220,"WBGene00202079","F38E11.25","ncRNA","NULL",NA
"19007",4268,"WBGene00009542","copb-2","protein_coding","Probable coatomer subunit beta'  [Source:UniProtKB/Swiss-Prot;Acc:Q20168]",177779
"19008",21,"WBGene00168256","21ur-15312","piRNA","NULL",NA
"19009",3568,"WBGene00009543","F38E11.6","protein_coding","NULL",259587
"19010",149,"WBGene00199726","F38E11.23","ncRNA","NULL",NA
"19011",122,"WBGene00014367","F38E11.11","snRNA","NULL",NA
"19012",21,"WBGene00172968","21ur-8878","piRNA","NULL",NA
"19013",21,"WBGene00166720","21ur-9185","piRNA","NULL",NA
"19014",62,"WBGene00198988","F38E11.22","ncRNA","NULL",NA
"19015",1686,"WBGene00014752","F38E11.8","pseudogene","NULL",NA
"19016",1584,"WBGene00006949","wrt-3","protein_coding","Warthog protein 3  [Source:UniProtKB/Swiss-Prot;Acc:Q20170]",177781
"19017",3516,"WBGene00000563","cng-3","protein_coding","Cyclic Nucleotide Gated channel  [Source:UniProtKB/TrEMBL;Acc:Q7Z205]",3565463
"19018",220,"WBGene00197408","F38E11.21","ncRNA","NULL",NA
"19019",71,"WBGene00044970","F38E11.14","snoRNA","NULL",NA
"19020",21,"WBGene00166654","21ur-13951","piRNA","NULL",NA
"19021",21,"WBGene00166349","21ur-12874","piRNA","NULL",NA
"19022",3088,"WBGene00007887","gadr-2","protein_coding","NULL",177782
"19023",1360,"WBGene00005665","sru-2","protein_coding","Serpentine Receptor, class U  [Source:UniProtKB/TrEMBL;Acc:O17633]",183145
"19024",1525,"WBGene00005664","sru-1","protein_coding","Serpentine Receptor, class U  [Source:UniProtKB/TrEMBL;Acc:O17634]",183146
"19025",1372,"WBGene00005669","sru-6","protein_coding","Serpentine Receptor, class U  [Source:UniProtKB/TrEMBL;Acc:Q18363]",183142
"19026",645,"WBGene00014693","C33A12.18","pseudogene","NULL",NA
"19027",1488,"WBGene00005668","sru-5","pseudogene","NULL",NA
"19028",91,"WBGene00014692","C33A12.17","pseudogene","NULL",NA
"19029",1283,"WBGene00005666","sru-3","protein_coding","Serpentine Receptor, class U  [Source:UniProtKB/TrEMBL;Acc:Q18366]",183144
"19030",1201,"WBGene00005667","sru-4","protein_coding","Serpentine Receptor, class U  [Source:UniProtKB/TrEMBL;Acc:Q18364]",183143
"19031",2258,"WBGene00007885","ugt-21","protein_coding","UDP-glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:Q18361]",183141
"19032",2721,"WBGene00007889","C33A12.16","pseudogene","NULL",NA
"19033",712,"WBGene00007888","ttr-9","protein_coding","TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:O17635]",183147
"19034",1844,"WBGene00007886","ethe-1","protein_coding","ETHE1 (Human ETHylmalonic Encephalopathy) homolog  [Source:UniProtKB/TrEMBL;Acc:O17636]",177783
"19035",21,"WBGene00169649","21ur-14079","piRNA","NULL",NA
"19036",540,"WBGene00007883","C33A12.4","protein_coding","NULL",177784
"19037",2255,"WBGene00007882","C33A12.3","protein_coding","NULL",183139
"19038",72,"WBGene00045109","smy-2","snoRNA","NULL",NA
"19039",77,"WBGene00045194","smy-1","snRNA","NULL",NA
"19040",1419,"WBGene00007890","C33A12.19","protein_coding","NULL",259588
"19041",561,"WBGene00007881","nlp-35","protein_coding","Neuropeptide-Like Protein  [Source:UniProtKB/TrEMBL;Acc:Q18356]",183138
"19042",21,"WBGene00169832","21ur-6290","piRNA","NULL",NA
"19043",21,"WBGene00168460","21ur-14552","piRNA","NULL",NA
"19044",1132,"WBGene00007880","C33A12.1","protein_coding","Probable NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5  [Source:UniProtKB/Swiss-Prot;Acc:Q18359]",177786
"19045",143,"WBGene00198132","F56H11.11","ncRNA","NULL",NA
"19046",143,"WBGene00195807","F56H11.8","ncRNA","NULL",NA
"19047",1992,"WBGene00001239","elo-1","protein_coding","Elongation of very long chain fatty acids protein  [Source:UniProtKB/TrEMBL;Acc:K8ES54]",177787
"19048",1215,"WBGene00010176","F56H11.6","pseudogene","NULL",NA
"19049",1432,"WBGene00001245","elo-7","protein_coding","Elongation of very long chain fatty acids protein  [Source:UniProtKB/TrEMBL;Acc:Q20904]",186426
"19050",1815,"WBGene00010175","F56H11.2","protein_coding","NULL",186425
"19051",21,"WBGene00165636","21ur-9004","piRNA","NULL",NA
"19052",132,"WBGene00196423","F56H11.9","ncRNA","NULL",NA
"19053",119,"WBGene00196915","F56H11.10","ncRNA","NULL",NA
"19054",119,"WBGene00201496","F56H11.12","ncRNA","NULL",NA
"19055",5443,"WBGene00001403","fbl-1","protein_coding","Fibulin-1  [Source:UniProtKB/Swiss-Prot;Acc:O77469]",177788
"19056",21,"WBGene00165982","21ur-10113","piRNA","NULL",NA
"19057",21,"WBGene00166796","21ur-12747","piRNA","NULL",NA
"19058",21,"WBGene00170175","21ur-13137","piRNA","NULL",NA
"19059",14143,"WBGene00011456","T05A1.5","protein_coding","NULL",188077
"19060",80,"WBGene00198769","T05A1.17","ncRNA","NULL",NA
"19061",5819,"WBGene00011454","lron-14","protein_coding","ELRR (Extracellular Leucine-Rich Repeat) ONly  [Source:UniProtKB/TrEMBL;Acc:H2L281]",188075
"19062",21,"WBGene00173486","21ur-11101","piRNA","NULL",NA
"19063",21,"WBGene00172321","21ur-9476","piRNA","NULL",NA
"19064",140,"WBGene00197748","T05A1.16","ncRNA","NULL",NA
"19065",21,"WBGene00171939","21ur-7023","piRNA","NULL",NA
"19066",1082,"WBGene00000696","col-122","protein_coding","COLlagen  [Source:UniProtKB/TrEMBL;Acc:Q22183]",177789
"19067",21,"WBGene00166552","21ur-12466","piRNA","NULL",NA
"19068",11244,"WBGene00003808","npr-2","protein_coding","NeuroPeptide Receptor family  [Source:UniProtKB/TrEMBL;Acc:A0A061AKJ8]",177790
"19069",21,"WBGene00167279","21ur-14762","piRNA","NULL",NA
"19070",84,"WBGene00195283","F27C8.11","ncRNA","NULL",NA
"19071",84,"WBGene00197770","F27C8.12","ncRNA","NULL",NA
"19072",1735,"WBGene00009186","trcs-1","protein_coding","TRansport of membrane to Cell Surface  [Source:UniProtKB/TrEMBL;Acc:Q19839]",177791
"19073",2735,"WBGene00009185","F27C8.5","protein_coding","NULL",177792
"19074",759,"WBGene00005003","spp-18","protein_coding","SaPosin-like Protein family  [Source:UniProtKB/TrEMBL;Acc:Q19837]",185015
"19075",846,"WBGene00009184","F27C8.3","protein_coding","NULL",185014
"19076",2585,"WBGene00009183","F27C8.2","protein_coding","NULL",185013
"19077",21,"WBGene00171002","21ur-9918","piRNA","NULL",NA
"19078",21,"WBGene00165332","21ur-9836","piRNA","NULL",NA
"19079",2710,"WBGene00000002","aat-1","protein_coding","Amino Acid Transporter  [Source:UniProtKB/TrEMBL;Acc:Q19834]",177793
"19080",21,"WBGene00174008","21ur-12906","piRNA","NULL",NA
"19081",128,"WBGene00201715","W09C2.12","ncRNA","NULL",NA
"19082",144,"WBGene00200907","W09C2.11","ncRNA","NULL",NA
"19083",5171,"WBGene00001249","elt-1","protein_coding","Transcription factor elt-1  [Source:UniProtKB/Swiss-Prot;Acc:P28515]",177794
"19084",21,"WBGene00173560","21ur-15550","piRNA","NULL",NA
"19085",379,"WBGene00185095","W09C2.7","protein_coding","NULL",13197466
"19086",441,"WBGene00185096","W09C2.9","protein_coding","NULL",13197467
"19087",358,"WBGene00185116","W09C2.8","protein_coding","NULL",13197468
"19088",362,"WBGene00194867","W09C2.10","protein_coding","NULL",13197469
"19089",9039,"WBGene00003151","mca-1","protein_coding","Calcium-transporting ATPase  [Source:UniProtKB/TrEMBL;Acc:G5EC04]",177795
"19090",100,"WBGene00202037","W09C2.13","ncRNA","NULL",NA
"19091",21,"WBGene00170201","21ur-12266","piRNA","NULL",NA
"19092",5024,"WBGene00000953","del-2","protein_coding","DEgenerin Like  [Source:UniProtKB/TrEMBL;Acc:D3YT21]",177796
"19093",847,"WBGene00010278","F58G6.8","protein_coding","NULL",3565898
"19094",3690,"WBGene00010272","amph-1","protein_coding","AMPHiphysin homolog  [Source:UniProtKB/TrEMBL;Acc:Q21004]",177797
"19095",1509,"WBGene00010273","srm-3","protein_coding","Serpentine Receptor, class M  [Source:UniProtKB/TrEMBL;Acc:Q21008]",186545
"19096",1091,"WBGene00044107","F58G6.9","protein_coding","NULL",3565521
"19097",641,"WBGene00010274","F58G6.3","protein_coding","NULL",259943
"19098",1272,"WBGene00010277","F58G6.7","protein_coding","NULL",177798
"19099",5889,"WBGene00010275","acc-1","protein_coding","Acetylcholine-gated chloride channel subunit acc-1  [Source:UniProtKB/Swiss-Prot;Acc:Q21005]",177799
"19100",21,"WBGene00167732","21ur-15181","piRNA","NULL",NA
"19101",11308,"WBGene00003627","nhr-34","protein_coding","Nuclear hormone receptor family member nhr-34  [Source:UniProtKB/Swiss-Prot;Acc:Q21006]",177800
"19102",21,"WBGene00170345","21ur-14817","piRNA","NULL",NA
"19103",21,"WBGene00170277","21ur-13186","piRNA","NULL",NA
"19104",1429,"WBGene00194669","ZK1251.15","antisense_RNA","NULL",NA
"19105",21,"WBGene00171041","21ur-12950","piRNA","NULL",NA
"19106",21,"WBGene00171869","21ur-15257","piRNA","NULL",NA
"19107",555,"WBGene00002091","ins-8","protein_coding","INSulin related  [Source:UniProtKB/TrEMBL;Acc:Q7YTH4]",3565985
"19108",814,"WBGene00002090","ins-7","protein_coding","Probable insulin-like peptide beta-type 4  [Source:UniProtKB/Swiss-Prot;Acc:Q23430]",191688
"19109",104,"WBGene00189968","ZK1251.14","snRNA","NULL",NA
"19110",550,"WBGene00014240","htas-1","protein_coding","Histone H2A  [Source:UniProtKB/TrEMBL;Acc:Q23429]",191549
"19111",857,"WBGene00014241","ZK1251.3","protein_coding","NULL",191550
"19112",1344,"WBGene00014996","ZK1251.5","pseudogene","NULL",NA
"19113",452,"WBGene00003463","msp-76","protein_coding","Major sperm protein 10/36/56/76  [Source:UniProtKB/Swiss-Prot;Acc:P05634]",177802
"19114",534,"WBGene00014242","sdz-36","protein_coding","SKN-1 Dependent Zygotic transcript  [Source:UniProtKB/TrEMBL;Acc:Q23434]",191553
"19115",3804,"WBGene00006664","twk-9","protein_coding","TWiK family of potassium channels protein 9  [Source:UniProtKB/Swiss-Prot;Acc:Q23435]",177803
"19116",9735,"WBGene00014243","dcaf-1","protein_coding","DDB1- and CUL4-associated factor homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:Q21106]",177804
"19117",423,"WBGene00219597","anr-11","antisense_RNA","NULL",NA
"19118",617,"WBGene00010484","dph-3","protein_coding","DPH3 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q21102]",186854
